image_id,file_name,class_name,true_label,split,image_path,resolved_image_path,source,source_filepath,concept_key,concept_peripheral_ground_glass_opacities_label,concept_bilateral_involvement_label,concept_multilobar_distribution_label,concept_crazy_paving_pattern_label,concept_absence_of_lobar_consolidation_label,concept_localized_or_diffuse_presentation_label,concept_increased_density_in_the_lung_label,concept_ground_glass_appearance_label,task_prediction,task_probability_noncovid,task_probability_covid,neural_prediction,neural_probability_noncovid,neural_probability_covid,concept_score_peripheral_ground_glass_opacities,concept_score_bilateral_involvement,concept_score_multilobar_distribution,concept_score_crazy_paving_pattern,concept_score_absence_of_lobar_consolidation,concept_score_localized_or_diffuse_presentation,concept_score_increased_density_in_the_lung,concept_score_ground_glass_appearance,concept_pred_peripheral_ground_glass_opacities_label,concept_pred_bilateral_involvement_label,concept_pred_multilobar_distribution_label,concept_pred_crazy_paving_pattern_label,concept_pred_absence_of_lobar_consolidation_label,concept_pred_localized_or_diffuse_presentation_label,concept_pred_increased_density_in_the_lung_label,concept_pred_ground_glass_appearance_label
noncovid_39_7_aug_0136,39%7_aug_0136.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/39%7_aug_0136.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/39%7_aug_0136.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/39%7.jpg,39%7.jpg,0,0,0,0,1,0,0,0,0,0.99889946,0.0011005559,0,0.4828322,0.38135606,0.59420395,0.5129797,0.63506365,0.28920224,0.7552867,0.61864394,0.6102902,0.48927945,1,1,1,0,1,1,1,0
noncovid_39_8_aug_0137,39%8_aug_0137.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/39%8_aug_0137.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/39%8_aug_0137.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/39%8.jpg,39%8.jpg,0,0,0,0,1,0,0,0,0,0.9934976,0.0065023564,0,0.4738897,0.38225788,0.57990885,0.5163426,0.67318296,0.23400956,0.74816966,0.71947426,0.7037603,0.52987444,1,1,1,0,1,1,1,1
noncovid_40_0_aug_0138,40%0_aug_0138.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/40%0_aug_0138.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/40%0_aug_0138.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/40%0.jpg,40%0.jpg,1,1,1,0,1,1,1,1,0,0.9998079,0.00019208019,0,0.4740836,0.37002927,0.69699556,0.503368,0.6660372,0.22503075,0.81809366,0.71295714,0.6545293,0.4334396,1,1,1,0,1,1,1,0
noncovid_40_1_aug_0139,40%1_aug_0139.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/40%1_aug_0139.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/40%1_aug_0139.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/40%1.jpg,40%1.jpg,1,1,1,0,1,1,1,1,0,1.0,4.239114e-09,0,0.45162776,0.25924435,0.76722246,0.5290424,0.78975576,0.10309081,0.9494602,0.81680954,0.7489486,0.4558296,1,1,1,0,1,1,1,0
noncovid_41_aug_0140,41_aug_0140.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/41_aug_0140.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/41_aug_0140.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/41.jpg,41.jpg,0,0,0,0,1,0,0,0,1,0.30442452,0.6955755,1,0.45245042,0.4549981,0.6335884,0.5224966,0.67345977,0.40707013,0.53177387,0.6063733,0.60633796,0.5739068,1,1,1,0,1,1,1,1
noncovid_42_aug_0141,42_aug_0141.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/42_aug_0141.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/42_aug_0141.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/42.jpg,42.jpg,1,1,1,1,1,1,1,1,0,0.99971527,0.00028470028,0,0.4804041,0.36977664,0.6440136,0.51925194,0.67786115,0.25039288,0.82390577,0.66809744,0.6368983,0.45713305,1,1,1,0,1,1,1,0
noncovid_43_1_aug_0142,43%1_aug_0142.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/43%1_aug_0142.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/43%1_aug_0142.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/43%1.jpg,43%1.jpg,0,0,0,0,1,0,0,0,0,0.9999976,2.4093033e-06,0,0.47060555,0.3359126,0.662862,0.52939445,0.71218103,0.20875202,0.87369955,0.68813074,0.67153364,0.48053437,1,1,1,0,1,1,1,0
noncovid_43_2_aug_0143,43%2_aug_0143.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/43%2_aug_0143.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/43%2_aug_0143.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/43%2.jpg,43%2.jpg,0,0,1,0,1,0,1,0,0,0.9999937,6.2643408e-06,0,0.47581,0.33694044,0.65641564,0.50800747,0.69430465,0.22016431,0.8431603,0.66722506,0.6519333,0.4865379,1,1,1,0,1,1,1,0
noncovid_43_3_aug_0144,43%3_aug_0144.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/43%3_aug_0144.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/43%3_aug_0144.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/43%3.jpg,43%3.jpg,0,1,1,0,1,1,1,1,0,0.99999785,2.136209e-06,0,0.46919364,0.33037362,0.6590785,0.53080636,0.7216197,0.20218179,0.88018423,0.6929509,0.6772942,0.48219293,1,1,1,0,1,1,1,0
noncovid_44_0_aug_0145,44%0_aug_0145.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/44%0_aug_0145.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/44%0_aug_0145.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/44%0.jpg,44%0.jpg,1,1,1,0,1,1,1,1,0,0.99998975,1.0230708e-05,0,0.46288466,0.33598277,0.69472516,0.53711534,0.7019332,0.19524212,0.8747974,0.73233026,0.6543128,0.4485855,1,1,1,0,1,1,1,0
noncovid_44_1_aug_0146,44%1_aug_0146.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/44%1_aug_0146.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/44%1_aug_0146.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/44%1.jpg,44%1.jpg,1,1,1,0,1,1,1,1,0,0.99999714,2.8765094e-06,0,0.46818164,0.31807882,0.70639646,0.5170928,0.7190684,0.17422423,0.88501936,0.737739,0.6758723,0.45180178,1,1,1,0,1,1,1,0
noncovid_45_aug_0147,45_aug_0147.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/45_aug_0147.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/45_aug_0147.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/45.jpg,45.jpg,1,1,1,0,1,1,1,1,0,0.97136295,0.02863708,0,0.4883389,0.40047672,0.6070834,0.507399,0.6160194,0.29554927,0.706214,0.64160526,0.6215675,0.48802847,1,1,1,0,1,1,1,0
noncovid_46_aug_0148,46_aug_0148.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/46_aug_0148.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/46_aug_0148.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/46.jpg,46.jpg,1,1,1,0,1,1,1,1,0,0.8872245,0.112775505,0,0.48900193,0.4558916,0.5549296,0.5035746,0.55571824,0.4225638,0.61182344,0.5194061,0.5448087,0.46461278,1,1,1,0,1,1,1,0
noncovid_47_aug_0149,47_aug_0149.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/47_aug_0149.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/47_aug_0149.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/47.jpg,47.jpg,0,0,0,0,1,0,0,0,0,0.9955852,0.0044148015,0,0.48339552,0.42197335,0.5874242,0.5166045,0.59909934,0.3497735,0.69455767,0.57802665,0.55512506,0.47023126,1,1,1,0,1,1,1,0
noncovid_48_aug_0150,48_aug_0150.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/48_aug_0150.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/48_aug_0150.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/48.jpg,48.jpg,0,0,0,0,1,0,0,0,0,0.9999963,3.6863187e-06,0,0.47372806,0.33509436,0.67682034,0.52627194,0.70631623,0.20267731,0.8685567,0.7066642,0.6605408,0.46553254,1,1,1,0,1,1,1,0
noncovid_49_0_aug_0151,49%0_aug_0151.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/49%0_aug_0151.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/49%0_aug_0151.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/49%0.jpg,49%0.jpg,0,0,0,0,1,0,0,0,0,0.73117054,0.26882944,0,0.48535097,0.41434866,0.58367294,0.48860663,0.66456854,0.2977081,0.6158309,0.67006123,0.61209977,0.56965,1,0,1,0,1,1,1,1
noncovid_49_1_aug_0152,49%1_aug_0152.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/49%1_aug_0152.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/49%1_aug_0152.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/49%1.jpg,49%1.jpg,0,0,1,0,1,0,1,0,0,0.9997303,0.0002697087,0,0.4765436,0.3631061,0.64387864,0.5234564,0.69005936,0.23511422,0.8380638,0.6816695,0.65088785,0.45342895,1,1,1,0,1,1,1,0
noncovid_50_aug_0153,50_aug_0153.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/50_aug_0153.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/50_aug_0153.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/50.jpg,50.jpg,0,0,0,0,1,0,0,0,0,0.9999604,3.9632545e-05,0,0.47473,0.35864693,0.6765028,0.52527,0.6829063,0.23071776,0.84827566,0.6933112,0.64826006,0.45901123,1,1,1,0,1,1,1,0
noncovid_51_0_aug_0154,51%0_aug_0154.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/51%0_aug_0154.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/51%0_aug_0154.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/51%0.jpg,51%0.jpg,0,0,0,0,1,0,0,0,0,1.0,2.8284067e-10,0,0.43930766,0.24146716,0.7622014,0.52666515,0.80237097,0.09257225,0.9546733,0.8169101,0.756435,0.47592175,1,1,1,0,1,1,1,0
noncovid_51_1_aug_0155,51%1_aug_0155.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/51%1_aug_0155.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/51%1_aug_0155.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/51%1.jpg,51%1.jpg,0,0,0,0,1,0,0,0,0,1.0,2.5958014e-08,0,0.46044236,0.29255736,0.71843344,0.5233619,0.76255083,0.1470395,0.9248515,0.7484853,0.7270328,0.48953643,1,1,1,0,1,1,1,0
noncovid_51_2_aug_0156,51%2_aug_0156.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/51%2_aug_0156.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/51%2_aug_0156.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/51%2.jpg,51%2.jpg,0,0,0,0,1,0,0,0,0,1.0,3.935803e-12,0,0.4190871,0.20237043,0.78253615,0.5366503,0.8460081,0.064877875,0.97537136,0.84694487,0.8024673,0.50223285,1,1,1,0,1,1,1,1
noncovid_51_3_aug_0157,51%3_aug_0157.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/51%3_aug_0157.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/51%3_aug_0157.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/51%3.jpg,51%3.jpg,0,0,0,0,1,0,0,0,0,0.99999964,3.9908434e-07,0,0.46521696,0.31310555,0.71131396,0.52114296,0.73316455,0.17016928,0.90149343,0.7331879,0.69621074,0.4740459,1,1,1,0,1,1,1,0
noncovid_52_0_aug_0158,52%0_aug_0158.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/52%0_aug_0158.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/52%0_aug_0158.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/52%0.jpg,52%0.jpg,0,0,0,0,1,0,0,0,0,1.0,5.63141e-10,0,0.44127923,0.24018258,0.78177667,0.5327778,0.7990854,0.08662699,0.9569422,0.8375837,0.7524985,0.45473787,1,1,1,0,1,1,1,0
noncovid_52_1_aug_0159,52%1_aug_0159.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/52%1_aug_0159.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/52%1_aug_0159.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/52%1.jpg,52%1.jpg,0,0,0,0,1,0,0,0,0,0.6760088,0.32399127,0,0.48406297,0.451949,0.54125494,0.49802136,0.64546245,0.3853892,0.5830589,0.6000609,0.60521793,0.53783697,1,0,1,0,1,1,1,1
noncovid_53_aug_0160,53_aug_0160.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/53_aug_0160.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/53_aug_0160.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/53.jpg,53.jpg,0,0,0,0,1,0,0,0,0,0.97067934,0.029320642,0,0.4849503,0.41488618,0.5734679,0.5150497,0.5773057,0.34805602,0.6607569,0.5851138,0.5521766,0.47833964,1,1,1,0,1,1,1,0
noncovid_54_0_aug_0161,54%0_aug_0161.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/54%0_aug_0161.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/54%0_aug_0161.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/54%0.jpg,54%0.jpg,1,0,1,0,1,1,1,1,0,1.0,3.9839634e-10,0,0.43827116,0.23420179,0.7664359,0.53354555,0.8159331,0.08575308,0.96245337,0.8247991,0.77325535,0.4825402,1,1,1,0,1,1,1,0
noncovid_54_1_aug_0162,54%1_aug_0162.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/54%1_aug_0162.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/54%1_aug_0162.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/54%1.jpg,54%1.jpg,1,1,1,0,1,1,1,1,0,0.9999995,4.52333e-07,0,0.4653299,0.30848172,0.72588825,0.52004117,0.73065084,0.16006698,0.9022032,0.75453585,0.6911754,0.45832655,1,1,1,0,1,1,1,0
noncovid_54_2_aug_0163,54%2_aug_0163.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/54%2_aug_0163.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/54%2_aug_0163.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/54%2.jpg,54%2.jpg,1,1,1,0,1,1,1,1,0,1.0,3.047562e-11,0,0.4294866,0.22406928,0.7840764,0.5263728,0.8167956,0.074531205,0.9637057,0.84371597,0.77216506,0.46137035,1,1,1,0,1,1,1,0
noncovid_54_3_aug_0164,54%3_aug_0164.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/54%3_aug_0164.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/54%3_aug_0164.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/54%3.jpg,54%3.jpg,1,1,1,0,1,1,1,1,0,1.0,9.702151e-09,0,0.46179298,0.28273016,0.70062107,0.5306389,0.7730921,0.13913329,0.930167,0.746707,0.7292235,0.49753296,1,1,1,0,1,1,1,0
noncovid_56_0_aug_0165,56%0_aug_0165.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/56%0_aug_0165.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/56%0_aug_0165.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/56%0.jpg,56%0.jpg,1,1,1,0,1,1,1,1,0,0.99841785,0.0015821832,0,0.46938235,0.37243423,0.6084993,0.54189324,0.644696,0.2609517,0.787004,0.67358434,0.5912648,0.46720293,1,1,1,0,1,1,1,0
noncovid_56_1_aug_0166,56%1_aug_0166.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/56%1_aug_0166.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/56%1_aug_0166.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/56%1.jpg,56%1.jpg,0,0,0,0,1,0,0,0,0,0.9996177,0.0003822509,0,0.479172,0.37261912,0.6445378,0.5186756,0.68154883,0.25079072,0.82556695,0.67101824,0.641649,0.45916748,1,1,1,0,1,1,1,0
noncovid_57_0_aug_0167,57%0_aug_0167.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/57%0_aug_0167.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/57%0_aug_0167.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/57%0.jpg,57%0.jpg,1,0,1,0,1,1,1,1,0,0.9999068,9.3248666e-05,0,0.48177344,0.36127096,0.6488126,0.5087767,0.68045574,0.24892853,0.8247278,0.64880085,0.6464698,0.4766628,1,1,1,0,1,1,1,0
noncovid_59_0_aug_0168,59%0_aug_0168.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/59%0_aug_0168.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/59%0_aug_0168.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/59%0.jpg,59%0.jpg,0,0,1,0,1,0,1,0,0,0.9935202,0.0064798347,0,0.4907694,0.40555754,0.59309167,0.49962163,0.5897538,0.31850567,0.6747644,0.6128284,0.5850714,0.46732578,1,0,1,0,1,1,1,0
noncovid_60_aug_0169,60_aug_0169.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/60_aug_0169.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/60_aug_0169.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/60.jpg,60.jpg,1,0,1,0,1,1,1,1,0,0.9999901,9.934175e-06,0,0.47584182,0.3404377,0.66879064,0.5201056,0.7041992,0.21422064,0.86279917,0.6851634,0.6648903,0.47858372,1,1,1,0,1,1,1,0
noncovid_62_aug_0170,62_aug_0170.png,NonCOVID,0,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/62_aug_0170.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/NonCOVID/62_aug_0170.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/62.jpg,62.jpg,0,0,0,0,1,0,0,0,0,0.99998784,1.2131887e-05,0,0.47518402,0.33459857,0.68701047,0.5211277,0.70698667,0.19763023,0.8695767,0.71538657,0.6640225,0.46120498,1,1,1,0,1,1,1,0
